areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E10000003,Cambridgeshire,utla,2022-01-10,60+,140,974,592.5
E10000003,Cambridgeshire,utla,2022-01-10,60_64,41,318,857.8
E10000003,Cambridgeshire,utla,2022-01-10,65_69,25,192,573.8
E10000003,Cambridgeshire,utla,2022-01-10,70_74,23,170,492.2
E10000003,Cambridgeshire,utla,2022-01-10,75_79,14,109,445.2
E10000003,Cambridgeshire,utla,2022-01-10,80_84,13,73,424.4
E10000003,Cambridgeshire,utla,2022-01-10,85_89,12,54,500.6
E10000003,Cambridgeshire,utla,2022-01-10,90+,12,58,847.1
E10000003,Cambridgeshire,utla,2022-01-10,unassigned,0,3,
E10000003,Cambridgeshire,utla,2022-01-09,00_04,34,249,689.6
E10000003,Cambridgeshire,utla,2022-01-09,00_59,707,7515,1524.9
E10000003,Cambridgeshire,utla,2022-01-09,05_09,73,519,1279.4
E10000003,Cambridgeshire,utla,2022-01-09,10_14,83,567,1443.2
E10000003,Cambridgeshire,utla,2022-01-09,15_19,53,649,1750.2
E10000003,Cambridgeshire,utla,2022-01-09,20_24,63,885,2032.1
E10000003,Cambridgeshire,utla,2022-01-09,25_29,70,894,2235.8
E10000003,Cambridgeshire,utla,2022-01-09,30_34,66,835,2106.8
E10000003,Cambridgeshire,utla,2022-01-09,35_39,64,646,1587.2
E10000003,Cambridgeshire,utla,2022-01-09,40_44,68,653,1583.0
E10000003,Cambridgeshire,utla,2022-01-09,45_49,45,603,1366.9
E10000003,Cambridgeshire,utla,2022-01-09,50_54,44,533,1152.7
E10000003,Cambridgeshire,utla,2022-01-09,55_59,44,482,1088.3
E10000003,Cambridgeshire,utla,2022-01-09,60+,73,1055,641.7
E10000003,Cambridgeshire,utla,2022-01-09,60_64,25,348,938.7
E10000003,Cambridgeshire,utla,2022-01-09,65_69,21,206,615.7
E10000003,Cambridgeshire,utla,2022-01-09,70_74,10,197,570.3
E10000003,Cambridgeshire,utla,2022-01-09,75_79,10,122,498.3
E10000003,Cambridgeshire,utla,2022-01-09,80_84,4,77,447.6
E10000003,Cambridgeshire,utla,2022-01-09,85_89,2,50,463.5
E10000003,Cambridgeshire,utla,2022-01-09,90+,1,55,803.3
E10000003,Cambridgeshire,utla,2022-01-09,unassigned,0,3,
E10000003,Cambridgeshire,utla,2022-01-08,00_04,29,253,700.7
E10000003,Cambridgeshire,utla,2022-01-08,00_59,677,7854,1593.7
E10000003,Cambridgeshire,utla,2022-01-08,05_09,53,509,1254.8
E10000003,Cambridgeshire,utla,2022-01-08,10_14,45,555,1412.6
E10000003,Cambridgeshire,utla,2022-01-08,15_19,60,674,1817.6
